invoice_id,date,description,amount,currency,room_number,category_true
INV01020,2025-02-08,RS #113: continental breakfast,79.92,USD,331,Food & Beverage - Room Service
INV01021,2024-11-18,dry cleaning: 3 suits,10.05,EUR,291,Laundry & Housekeeping
INV01022,2024-09-03,Spa treatment - Swedish massage 60min,276.83,USD,178,Spa & Wellness
INV01023,2024-06-17,Thai green curry with jasmine rice,119.28,EUR,280,Food & Beverage - Restaurant
INV01024,2025-09-08,Spa day pass - pool + sauna + hammam,79.77,EUR,259,Spa & Wellness
INV01025,2024-04-02,Meeting room: half day + coffee break,271.13,EUR,346,Events & Meetings
INV01026,2024-09-10,Dinner: grilled salmon with vegetables,59.82,USD,266,Food & Beverage - Restaurant
INV01027,2024-10-24,Projector + screen rental,950.75,EUR,351,Events & Meetings
INV01028,2024-01-17,Breakfast buffet - 1 guests,78.31,EUR,240,Food & Beverage - Restaurant
INV01029,2024-09-10,Deep tissue massage 60 minutes,348.43,EUR,167,Spa & Wellness
INV01030,2024-09-03,Late checkout fee - Room 323,114.81,USD,488,Room Charges
INV01031,2024-01-14,Lunch set menu: soup + main + dessert,76.77,USD,437,Food & Beverage - Restaurant
INV01032,2024-12-31,Room service order #514: burger + fries + coke,68.45,EUR,453,Food & Beverage - Room Service
INV01033,2025-01-02,Event space: cocktail reception 2 guests,918.36,EUR,214,Events & Meetings
INV01034,2024-06-07,Airport transfer - one way,93.81,EUR,491,Transportation
INV01035,2025-03-20,Lunch set menu: soup + main + dessert,50.14,EUR,304,Food & Beverage - Restaurant
INV01036,2024-06-29,Sushi platter 12 pcs,79.7,EUR,462,Food & Beverage - Restaurant
INV01037,2025-07-15,Late checkout fee - Room 270,195.57,EUR,411,Room Charges
INV01038,2024-12-14,Early check-in surcharge,133.55,USD,384,Room Charges
INV01039,2025-07-06,"Minibar: 7x beer, 4x wine, chips",46.91,EUR,147,Food & Beverage - Minibar
INV01040,2024-09-01,Dinner: grilled salmon with vegetabels,12.05,EUR,381,Food & Beverage - Restaurant
INV01041,2025-07-01,Cheese platter + galss of wine,48.74,USD,219,Food & Beverage - Restaurant
INV01042,2025-02-14,Meeting room: half day + coffee break,1702.37,EUR,401,Events & Meetings
INV01043,2024-02-28,Couples spa package: massage + facial,215.08,USD,336,Spa & Wellness
INV01044,2024-08-29,Aroamtherapy session 120min,274.9,EUR,226,Spa & Wellness
INV01045,2024-01-31,Thai green curry with jasmine rice,72.3,EUR,424,Food & Beverage - Restaurant
INV01046,2025-10-04,Conference room rental - 45h,206.09,USD,141,Events & Meetings
INV01047,2025-02-08,RS #252: continental breakfast,77.83,EUR,454,Food & Beverage - Room Service
INV01048,2025-11-08,Event space: cocktail reception 6 guests,499.5,GBP,356,Events & Meetings
INV01049,2024-05-08,Projector + screen rental,375.48,USD,114,Events & Meetings
INV01050,2024-09-17,Night RS 258: cheese toastie + tea,31.23,GBP,196,Food & Beverage - Room Service
INV01051,2024-03-03,Room 472 - late night snack + minibar,45.75,EUR,131,Food & Beverage - Room Service
INV01052,2024-01-23,"MB 154: 2 wtaer, 1 coke, peanuts",31.19,GBP,225,Food & Beverage - Minibar
INV01053,2025-02-10,Dry cleaning: 4 suits,25.25,EUR,321,Laundry & Housekeeping
INV01054,2025-01-18,Body scrub + wrap treatment,149.19,GBP,324,Spa & Wellness
INV01055,2024-04-10,Conference room rental - 120h,1667.66,USD,388,Events & Meetings
INV01056,2025-11-09,Facial treatment - anti aging premium,52.33,USD,332,Spa & Wellness
INV01057,2024-05-29,Minibar 158: whisky miniature + mixer,42.87,EUR,160,Food & Beverage - Minibar
INV01058,2025-04-07,Night RS 506: cheese toastie + tea,61.48,USD,343,Food & Beverage - Room Service
INV01059,2024-05-07,"Minibar: 2x beer, 3x wine, chips",13.78,USD,310,Food & Beverage - Minibar
INV01060,2024-02-09,Spa day pass - pool + sauna + hammam,58.61,GBP,479,Spa & Wellness
INV01061,2024-10-04,Limo service to airport,130.09,EUR,130,Transportation
INV01062,2024-07-04,Airport shuttle round trip,202.9,EUR,417,Transportation
INV01063,2024-11-10,Wedding package deposit,79.02,GBP,503,Events & Meetings
INV01064,2025-05-13,Aromatherapy session 45min,282.49,GBP,419,Spa & Wellness
INV01065,2024-11-02,Dry cleaning: 3 suits,51.69,EUR,336,Laundry & Housekeeping
INV01066,2024-07-05,Minibar restock + consumption Rm342,43.19,USD,146,Food & Beverage - Minibar
INV01067,2025-06-11,Copules spa package: massage + facial,127.87,EUR,436,Spa & Wellness
INV01068,2024-06-23,Pasta carbonara + garlic bread,29.21,EUR,221,Food & Beverage - Restaurant
INV01069,2025-12-11,Couples spa package: massage + facial,251.99,EUR,308,Spa & Wellness
INV01070,2024-09-23,Pizza Marghreita + water,53.26,EUR,174,Food & Beverage - Restaurant
INV01071,2024-04-07,Pizza Margherita + beer,44.99,USD,157,Food & Beverage - Restaurant
INV01072,2024-07-05,Aromatherapy session 30min,197.17,GBP,166,Spa & Wellness
INV01073,2025-09-09,Rollaway bed - 5 nights,143.7,USD,237,Room Charges
INV01074,2025-01-17,Room service order #153: burger + fries + coke,85.61,USD,511,Food & Beverage - Room Service
INV01075,2025-11-06,Thai green curry with jasmine rice,45.76,USD,486,Food & Beverage - Restaurant
INV01076,2025-03-09,Wedding package deposit,1083.74,GBP,425,Events & Meetings
INV01077,2025-12-13,Pasta carbonara + garlic bread,117.28,EUR,357,Food & Beverage - Restaurant
INV01078,2025-02-25,Fish and chips + coleslaw,107.42,EUR,488,Food & Beverage - Restaurant
INV01079,2024-08-16,Taxi arrangement to city center,70.82,EUR,291,Transportation
INV01080,2024-11-28,Airport transfer - one way,111.04,EUR,454,Transportation
INV01081,2025-08-06,Bicycle rental 7 hours,159.08,EUR,276,Transportation
INV01082,2025-05-06,AV equipment rental full day,856.66,EUR,428,Events & Meetings
INV01083,2025-09-05,Room service order #307: burger + fries + coke,47.95,EUR,494,Food & Beverage - Room Service
INV01084,2024-02-20,Business center: printing 1 pages + scanning,1591.17,EUR,174,Events & Meetings
INV01085,2024-01-01,Rollaway bed - 6n ights,110.54,EUR,308,Room Charges
INV01086,2025-12-18,AV equipment rental full day,1032.36,EUR,167,Events & Meetings
INV01087,2025-12-27,Business center: printing 4 pages + scanning,981.35,EUR,514,Events & Meetings
INV01088,2025-12-14,RS #183: continental breakfast,47.01,EUR,225,Food & Beverage - Room Service
INV01089,2024-03-10,Room 265 - late night snack + minbiar,60.49,USD,310,Food & Beverage - Room Service
INV01090,2024-02-24,Meeting room: half day + coffee break,819.45,USD,109,Events & Meetings
INV01091,2024-10-13,Deep tissue massage 120 minutes,139.79,EUR,296,Spa & Wellness
INV01092,2024-02-17,Sushi platter 12 pcs,49.21,EUR,501,Food & Beverage - Restaurant
INV01093,2025-05-22,Manicure + pedicure combo,336.09,EUR,340,Spa & Wellness
INV01094,2024-01-25,Projector + screen rental,430.25,EUR,356,Events & Meetings
INV01095,2024-06-08,Rollaawy bed - 5 nights,115.12,USD,279,Room Charges
INV01096,2025-10-02,Breakfast buffet - 1 guests,118.62,EUR,162,Food & Beverage - Restaurant
INV01097,2025-12-24,Sushi platter 12 pcs,53.23,EUR,278,Food & Beverage - Restaurant
INV01098,2024-07-09,Room 484: brkfst in bed - full english,71.36,USD,365,Food & Beverage - Room Service
INV01099,2025-02-07,Taxi arrangement to city center,237.97,USD,240,Transportation
INV01100,2024-01-13,Lunch set menu: soup + main + dessert,74.74,EUR,479,Food & Beverage - Restaurant
INV01101,2024-04-03,Night RS 512: cheese toastie + tea,84.82,EUR,442,Food & Beverage - Room Service
INV01102,2025-08-08,Flipchart + markers + whiteboard,471.4,EUR,423,Events & Meetings
INV01103,2025-01-15,Valet praking - 3 nights,186.11,EUR,391,Transportation
INV01104,2025-12-07,Hot stone massage - 60 min session,345.09,GBP,139,Spa & Wellness
INV01105,2024-08-27,Airport transfer - one way,64.94,EUR,232,Transportation
INV01106,2024-07-03,Room service: pasta + juice - Room 288,51.37,EUR,333,Food & Beverage - Room Service
INV01107,2025-10-09,Steak medium rare with mashed potatoes,14.41,USD,271,Food & Beverage - Restaurant
INV01108,2024-01-07,Steak medium rare with mashed potatoes,101.82,EUR,270,Food & Beverage - Restaurant
INV01109,2025-06-18,Minibar 493: whisky miniature + mixer,62.37,GBP,480,Food & Beverage - Minibar
INV01110,2025-05-03,Event space: cocktail reception 7 guests,1809.68,USD,331,Events & Meetings
INV01111,2024-03-06,Bicycle rental 2 hours,187.1,USD,310,Transportation
INV01112,2024-10-05,Room safe deposit box,37.6,USD,195,Room Charges
INV01113,2025-01-31,Bicycle rental 5 hours,245.31,EUR,228,Transportation
INV01114,2024-09-03,"MB 108: 2 water, 1 coke, peanuts",21.48,EUR,392,Food & Beverage - Minibar
INV01115,2024-08-20,Early check-in surcharge,89.58,EUR,375,Room Charges
INV01116,2025-08-02,Aromatherapy session 60min,223.13,USD,248,Spa & Wellness
INV01117,2024-03-09,fish and chips + coleslaw,33.87,USD,219,Food & Beverage - Restaurant
INV01118,2025-01-31,Body scrub + wrap treatment,268.61,EUR,230,Spa & Wellness
INV01119,2024-10-08,Aromatherapy session 120min,102.4,EUR,361,Spa & Wellness
INV01120,2024-08-14,Bicycle erntal 6 hours,42.87,GBP,107,Transportation
INV01121,2024-12-10,Hot stone massage - 60 min session,87.52,EUR,360,Spa & Wellness
INV01122,2025-11-26,room 192 - late night snack + minibar,76.31,GBP,202,Food & Beverage - Room Service
INV01123,2024-10-16,Night RS 364: cheese toastie + tea,60.11,GBP,304,Food & Beverage - Room Service
INV01124,2024-02-28,Conference room rental - 120h,1931.44,EUR,378,Events & Meetings
INV01125,2024-08-24,Aromatherapy session 120min,112.97,EUR,399,Spa & Wellness
INV01126,2025-05-16,Housekeeping etxra cleaning request,29.26,USD,444,Laundry & Housekeeping
INV01127,2025-03-10,Valet parking - 1 nights,78.3,EUR,335,Transportation
INV01128,2025-05-30,Minibar 395: whisky miniature + mixer,10.71,EUR,253,Food & Beverage - Minibar
INV01129,2025-06-11,Spa day pass - pool + sauna + hammam,256.45,USD,141,Spa & Wellness
INV01130,2024-07-22,Dry cleaning: 3 suits,79.72,EUR,390,Laundry & Housekeeping
INV01131,2025-12-10,Minibar restock + consumption Rm485,31.32,USD,416,Food & Beverage - Minibar
INV01132,2024-03-14,Minibar 477: whisky miniature + mixer,25.49,USD,109,Food & Beverage - Minibar
INV01133,2025-08-04,Room 376 - late night snack + minibar,73.4,USD,310,Food & Beverage - Room Service
INV01134,2024-07-01,"MB: 4x juice, chocolate bar",17.85,USD,129,Food & Beverage - Minibar
INV01135,2024-04-06,Room service order #145: burger + fries + coke,70.43,USD,411,Food & Beverage - Room Service
INV01136,2025-12-25,AV equipment rental full day,374.62,USD,480,Events & Meetings
INV01137,2025-11-29,Lunch set menu: soup + main + dessert,66.22,GBP,403,Food & Beverage - Restaurant
INV01138,2025-01-11,Room 188: breakfast in bed - full english,44.97,USD,413,Food & Beverage - Room Service
INV01139,2025-05-19,2x espresso + 1 croissant,93.17,USD,375,Food & Beverage - Restaurant
INV01140,2025-12-11,Business center: printing 3 pages + scanning,837.08,EUR,353,Events & Meetings
INV01141,2024-01-02,Deep tissue massage 60 minutes,157.83,EUR,116,Spa & Wellness
INV01142,2024-12-15,event space: cocktail reception 4 guests,665.4,USD,108,Events & Meetings
INV01143,2024-11-09,parking 6 days - underground,137.52,USD,283,Transportation
INV01144,2025-10-27,Body scrub + wrap treatment,101.3,USD,261,Spa & Wellness
INV01145,2025-06-11,Extra bed added to Room 187,107.22,EUR,257,Room Charges
INV01146,2025-03-13,Dinner: grilled salmon with vegetables,116.7,USD,301,Food & Beverage - Restaurant
INV01147,2025-08-11,"MB 269: 2 water, 1 coke, peaunts",64.78,EUR,365,Food & Beverage - Minibar
INV01148,2025-03-28,Cheese platter + glass of wine,82.76,EUR,489,Food & Beverage - Restaurant
INV01149,2024-12-02,AV equipment rental full day,608.28,EUR,103,Events & Meetings
INV01150,2024-11-12,2x espresso + 1 croissant,58.08,EUR,286,Food & Beverage - Restaurant
INV01151,2025-06-02,Spa treatment - Swedish massage 30min,54.78,USD,109,Spa & Wellness
INV01152,2025-12-03,Parking 3 days - underground,17.75,EUR,284,Transportation
INV01153,2025-12-05,R:S 2x club sandwich delivered to 201,53.27,GBP,510,Food & Beverage - Room Service
INV01154,2024-09-03,Room service order #516: bruger + fries + coke,82.58,USD,450,Food & Beverage - Room Service
INV01155,2024-04-18,Pasta carbonara + garlic bread,37.59,GBP,266,Food & Beverage - Restaurant
INV01156,2025-07-30,av equipment rental full day,1073.35,USD,235,Events & Meetings
INV01157,2025-03-02,Breakfast buffet - 3 guests,18.07,EUR,178,Food & Beverage - Restaurant
INV01158,2025-02-12,Pizza Margherita + sprite,77.29,USD,314,Food & Beverage - Restaurant
INV01159,2025-10-02,AV equipment rental full day,629.06,EUR,420,Events & Meetings
INV01160,2025-10-08,Flipchart + markers + whiteboard,317.64,EUR,447,Events & Meetings
INV01161,2024-12-02,Pizza Margherita + coffee,52.94,EUR,334,Food & Beverage - Restaurant
INV01162,2024-04-01,Meeting room: half day + coffee break,1689.01,EUR,199,Events & Meetings
INV01163,2025-07-06,Lunch set menu: soup + main + dessert,99.32,EUR,136,Food & Beverage - Restaurant
INV01164,2025-09-10,Projector + screen rental,885.57,EUR,226,Events & Meetings
INV01165,2025-04-24,Lunch set menu: soup + main + dessert,22.5,USD,486,Food & Beverage - Restaurant
INV01166,2024-04-26,Facial treatment - anti aging premium,103.47,EUR,476,Spa & Wellness
INV01167,2024-12-14,Lunch set menu: soup + main + dessert,48.45,USD,504,Food & Beverage - Restaurant
INV01168,2024-02-29,Crib rental - 4 nights,158.9,USD,189,Room Charges
INV01169,2024-02-22,Projector + screen rental,1399.2,GBP,448,Events & Meetings
INV01170,2024-09-14,Room 107 - late night snack + minibar,55.69,EUR,295,Food & Beverage - Room Service
INV01171,2025-03-22,Room svc: burger + coffee - Room 354,41.47,EUR,167,Food & Beverage - Room Service
INV01172,2024-07-22,Event space: cocktail reception 3 guests,384.47,EUR,322,Events & Meetings
INV01173,2024-12-25,Business center: printing 1 pages + scanning,1301.41,EUR,203,Events & Meetings
INV01174,2025-10-12,"Minibar: 4x beer, 2x wine, chips",21.73,EUR,297,Food & Beverage - Minibar
INV01175,2025-07-23,Night RS 299: cheese toastie + tea,87.19,EUR,309,Food & Beverage - Room Service
INV01176,2025-03-02,Room 412 - late night snack + minibar,67.79,EUR,180,Food & Beverage - Room Service
INV01177,2024-10-06,Liom service to airport,129.43,EUR,291,Transportation
INV01178,2025-03-18,Flipchart + markers + whiteboard,1263.55,USD,272,Events & Meetings
INV01179,2024-04-06,Lunch set menu: soup + main + dessert,41.19,EUR,144,Food & Beverage - Restaurant
INV01180,2024-12-26,Room service: pasta + coke - Room 285,33.9,GBP,160,Food & Beverage - Room Service
INV01181,2025-10-16,Taxi arrangement to city center,14.24,USD,342,Transportation
INV01182,2025-11-01,Manicure + pedicure combo,191.33,EUR,124,Spa & Wellness
INV01183,2024-11-14,"MINIBAR: 5X BEER, 1X WINE, CHIPS",30.82,EUR,167,Food & Beverage - Minibar
INV01184,2024-12-16,Room service: pizza + wine - Room 239,58.7,GBP,312,Food & Beverage - Room Service
INV01185,2025-09-26,Wedding package deposit,466.18,EUR,417,Events & Meetings
INV01186,2025-02-09,Housekeeping extra cleaning request,58.6,USD,481,Laundry & Housekeeping
INV01187,2024-09-16,Laundry service - 2 items express,77.5,USD,238,Laundry & Housekeeping
INV01188,2025-09-24,Body scrub + wrap treatment,248.58,USD,257,Spa & Wellness
INV01189,2024-07-06,Steak medium rare with mashed potatoes,95.25,EUR,367,Food & Beverage - Restaurant
INV01190,2025-11-13,room service: salad + coffee - room 477,49.69,EUR,342,Food & Beverage - Room Service
INV01191,2024-08-22,Room pugrade: Standard to Deluxe,148.54,USD,142,Room Charges
INV01192,2025-01-22,Dinner: grilled salmon with vegetables,26.11,EUR,282,Food & Beverage - Restaurant
INV01193,2025-07-23,Sushi platter 12 pcs,17.06,EUR,312,Food & Beverage - Restaurant
INV01194,2024-06-13,Room 514 - late night snack + minibar,82.53,EUR,323,Food & Beverage - Room Service
INV01195,2025-12-09,Crib rental - 1 nights,196.96,GBP,408,Room Charges
INV01196,2024-04-23,Hot stone massage - 60 min session,327.71,EUR,313,Spa & Wellness
INV01197,2024-02-17,"MB 247: 2 water,1  coke, peanuts",42.43,EUR,161,Food & Beverage - Minibar
INV01198,2025-01-23,Thai green curry with jasmine rice,52.19,EUR,355,Food & Beverage - Restaurant
INV01199,2024-02-29,Weddingp ackage deposit,905.98,EUR,255,Events & Meetings
INV01200,2025-06-30,Body scrub + wrap treatment,68.07,EUR,395,Spa & Wellness
INV01201,2025-08-16,Meeting room: half day + coffee break,939.4,GBP,238,Events & Meetings
INV01202,2025-03-24,Sushi platter 12 pcs,15.8,USD,478,Food & Beverage - Restaurant
INV01203,2025-01-16,Minibar consumption Rm 351,41.63,EUR,218,Food & Beverage - Minibar
INV01204,2024-09-18,FLIPCHART + MARKERS + WHITEBOARD,1159.59,EUR,270,Events & Meetings
INV01205,2025-01-07,Room 225: breakfast in bed - full english,25.6,EUR,273,Food & Beverage - Room Service
INV01206,2025-09-30,Laundry service - 4 items express,66.23,USD,508,Laundry & Housekeeping
INV01207,2024-06-09,Airport shuttle round trip,103.29,EUR,394,Transportation
INV01208,2024-01-10,Club sandwich + french fries + beer,59.7,EUR,310,Food & Beverage - Restaurant
INV01209,2024-03-12,Fish and chips + coleslaw,36.86,USD,306,Food & Beverage - Restaurant
INV01210,2025-08-24,"MB 343: 2 water, 1 coke, peanuts",40.81,EUR,108,Food & Beverage - Minibar
INV01211,2025-10-25,Ironing service - 6 pieces,36.63,EUR,179,Laundry & Housekeeping
INV01212,2025-09-21,Minibar consupmtion Room 269,8.85,EUR,197,Food & Beverage - Minibar
INV01213,2024-10-23,Conference room rental - 120h,1508.71,EUR,118,Events & Meetings
INV01214,2025-11-30,Extra bed added to Room 218,125.82,GBP,115,Room Charges
INV01215,2024-04-29,Aromatherapy session 45min,134.41,USD,252,Spa & Wellness
INV01216,2024-10-13,SPA DAY PASS - POOL + SAUNA + HAMMAM,176.98,EUR,441,Spa & Wellness
INV01217,2025-11-10,Steak medium rare with mashed potatoes,58.16,EUR,180,Food & Beverage - Restaurant
INV01218,2025-05-16,Room safe deposit box,68.48,USD,376,Room Charges
INV01219,2025-04-29,ROLLAWAY BED - 6 NIGHTS,69.45,EUR,267,Room Charges
INV01220,2024-12-18,Turndown service + extra towels,20.49,USD,415,Laundry & Housekeeping
INV01221,2025-08-08,Room 446 - late night snack + minibar,51.16,EUR,236,Food & Beverage - Room Service
INV01222,2024-11-14,"MB 489: 2 water, 1 coke, peanuts",17.11,USD,136,Food & Beverage - Minibar
INV01223,2024-01-18,RS: 2x club sandwich delivered to 493,68.66,EUR,136,Food & Beverage - Room Service
INV01224,2024-12-03,Turndown service + extra towels,57.61,USD,417,Laundry & Housekeeping
INV01225,2025-12-03,Business center: printing 7 pages + scanning,103.55,EUR,493,Events & Meetings
