review_id,hotel,date,reviewer_country,trip_type,rating,review_text,sentiment_true,aspect_cleanliness,aspect_staff,aspect_food,aspect_location,aspect_value
R1045,Grand Resort Hotel,2024-09-01,KG,Leisure,2,Not worth the money. no one seemed to care about guest satisfaction and the room was not clean when we arrived.,negative,1,2,3,3,3
R1046,Grand Resort Hotel,2024-03-10,MM,Leisure,4,"Overall a good stay, but waited 20 minutes for someone to help us. On the positive side, Affordable luxury at its best.",mixed,4,1,4,3,4
R1047,City Center Hotel,2024-10-31,NP,Leisure,5,Best hotel experience we've had in years. The staff was incredibly friendly and helpful.,positive,4,4,4,4,5
R1048,Grand Resort Hotel,2025-12-03,EG,Family,2,Below expectations. the room was not clean when we arrived. Staff seemed disinterested.,negative,1,1,2,3,2
R1049,Grand Resort Hotel,2025-12-10,SO,Leisure,1,"Would not recommend. the room was not clean when we arrived. For the price we paid, unacceptable.",negative,1,2,3,3,2
R1050,City Center Hotel,2025-05-16,IQ,Leisure,4,Decent stay. The chef prepared an incredible dinner but no one seemed to care about guest satisfaction. Room for improvement.,mixed,4,1,5,4,4
R1051,City Center Hotel,2024-10-15,CD,Leisure,4,We had an amazing time. Best hotel breakfast I've ever had. Will definitely come back!,positive,4,4,5,4,5
R1052,Grand Resort Hotel,2025-07-20,OM,Family,1,Worst hotel experience in a long time. the minibar prices were outrageous.,negative,1,2,1,1,2
R1053,City Center Hotel,2025-09-03,KM,Business,4,"Nice hotel with some issues. The chef prepared an incredible dinner, however the neighborhood felt unsafe at night.",mixed,3,4,5,2,4
R1054,Grand Resort Hotel,2024-09-05,OM,Leisure,3,"The hotel has potential. Ideal location for both business and leisure, yet the restaurant food was overpriced and bland.",mixed,4,3,2,4,3
R1055,Grand Resort Hotel,2025-12-20,DK,Family,5,"Everything was perfect - Affordable luxury at its best, The bathroom was sparkling clean. 10/10.",positive,5,5,5,5,5
R1056,Grand Resort Hotel,2024-03-22,CU,Leisure,2,Hugely disappointed. breakfast was mediocre and limited options. Will be filing a complaint.,negative,3,3,2,2,2
R1057,Grand Resort Hotel,2024-11-12,MH,Leisure,5,Perfect hotel for our vacation. Beautiful surroundings with ocean view and Affordable luxury at its best.,positive,4,5,4,5,5
R1058,City Center Hotel,2025-01-28,AE,Couple,3,"Nice hotel with some issues. The bathroom was sparkling clean, however staff was unresponsive to our requests.",mixed,4,1,4,4,3
R1059,Grand Resort Hotel,2025-01-14,NZ,Solo,1,Hugely disappointed. the breakfast buffet ran out of items early. Will be filing a complaint.,negative,2,1,2,1,2
R1060,Grand Resort Hotel,2024-10-28,AF,Couple,2,Save your money and go elsewhere. staff was rude at the front desk. noisy area with construction nearby.,negative,3,2,3,2,2
R1061,Grand Resort Hotel,2025-06-09,MK,Leisure,5,Exceeded our expectations in every way. The food was outstanding.,positive,5,5,5,5,5
R1062,City Center Hotel,2024-07-20,KN,Family,3,"Nice hotel with some issues. The rooms were spotlessly clean, however not worth the price at all.",mixed,5,3,3,3,1
R1063,Grand Resort Hotel,2024-11-26,FJ,Couple,3,The cleanliness was great but very far from public transportation. Would still recommend.,mixed,4,4,3,1,4
R1064,City Center Hotel,2025-10-03,CG,Family,5,Absolutely wonderful stay! The cleanliness was exceptional and the staff exceeded all expectations.,positive,4,5,5,5,5
R1065,Grand Resort Hotel,2024-09-15,ET,Business,5,A truly memorable stay. The rooms were spotlessly clean. We'll be back for sure!,positive,5,5,5,4,5
R1066,City Center Hotel,2024-03-24,JM,Business,1,Very disappointing stay. staff was unresponsive to our requests and breakfast was mediocre and limited options.,negative,2,2,2,1,1
R1067,City Center Hotel,2025-08-31,BB,Leisure,3,A solid 3-star experience. The rooms were spotlessly clean but difficult to find parking near the hotel.,mixed,4,3,4,1,3
R1068,Grand Resort Hotel,2025-11-09,CR,Business,5,"Everything was perfect - Reception team went above and beyond, The rooms were spotlessly clean. 10/10.",positive,5,4,4,4,5
R1069,Grand Resort Hotel,2024-02-13,MY,Solo,4,We had an amazing time. Beautiful surroundings with ocean view. Will definitely come back!,positive,5,4,5,4,5
R1070,Grand Resort Hotel,2025-11-01,NL,Leisure,5,"Everything was perfect - Great location near public transport, Restaurant food was absolutely delicious. 10/10.",positive,4,4,5,5,4
R1071,City Center Hotel,2025-03-07,CH,Couple,3,The cleanliness was great but food quality was poor for a hotel at this price. Would still recommend.,mixed,4,4,2,4,3
R1072,City Center Hotel,2024-02-27,LS,Leisure,3,The cleanliness was great but much cheaper options with better quality nearby. Would still recommend.,mixed,4,3,3,3,1
R1073,Grand Resort Hotel,2024-05-30,AU,Couple,1,Very disappointing stay. no one seemed to care about guest satisfaction and not worth the price at all.,negative,2,2,2,3,2
R1074,Grand Resort Hotel,2025-10-07,DK,Family,4,"Nice hotel with some issues. Reception team went above and beyond, however not worth the price at all.",mixed,4,5,4,4,1
R1075,Grand Resort Hotel,2025-01-02,TL,Couple,5,Absolutely wonderful stay! The cleanliness was exceptional and the food exceeded all expectations.,positive,5,4,4,5,5
R1076,Grand Resort Hotel,2024-09-22,FJ,Business,3,The staff was great but noisy area with construction nearby. Would still recommend.,mixed,4,5,4,2,3
R1077,City Center Hotel,2024-12-23,QA,Leisure,4,A solid 3-star experience. Beautiful surroundings with ocean view but no one seemed to care about guest satisfaction.,mixed,4,2,3,4,4
R1078,City Center Hotel,2025-09-04,TL,Family,4,Perfect hotel for our vacation. The concierge gave amazing restaurant recommendations and Beautiful surroundings with ocean view.,positive,4,5,4,5,5
R1079,City Center Hotel,2025-06-09,IQ,Couple,5,Fantastic experience from start to finish. Best deal we found in the area.,positive,4,4,4,5,5
R1080,Grand Resort Hotel,2024-03-08,CL,Family,4,"Everything was perfect - Everything was pristine and well-maintained, Excellent value for money. 10/10.",positive,4,4,4,5,4
R1081,City Center Hotel,2025-03-28,NL,Couple,2,Terrible experience. the lobby area was dirty. the breakfast buffet ran out of items early. Never again.,negative,1,2,2,3,2
R1082,City Center Hotel,2024-09-21,RW,Leisure,4,Exceeded our expectations in every way. The food was outstanding.,positive,4,4,4,4,5
R1083,City Center Hotel,2024-12-14,SY,Family,3,"Overall a good stay, but hidden charges everywhere. On the positive side, The concierge gave amazing restaurant recommendations.",mixed,4,4,3,3,2
R1084,City Center Hotel,2025-02-03,SA,Leisure,4,Can't say enough good things about this place. Everything was pristine and well-maintained and Best deal we found in the area.,positive,5,4,4,5,4
R1085,City Center Hotel,2025-07-12,KZ,Leisure,4,"Nice hotel with some issues. The bathroom was sparkling clean, however very far from public transportation.",mixed,5,3,4,1,4
R1086,Grand Resort Hotel,2024-12-25,LC,Business,4,One of the best hotels I've stayed at. The concierge gave amazing restaurant recommendations. Highly recommend!,positive,5,5,4,4,5
R1087,Grand Resort Hotel,2025-02-21,CN,Leisure,2,Very disappointing stay. way overpriced for what you get and breakfast was mediocre and limited options.,negative,2,1,2,3,1
R1088,City Center Hotel,2025-09-30,LR,Leisure,4,"Nice hotel with some issues. Best hotel breakfast I've ever had, however not worth the price at all.",mixed,4,4,5,4,1
R1089,City Center Hotel,2024-11-08,GB,Family,5,"Everything was perfect - Ideal location for both business and leisure, The rooms were spotlessly clean. 10/10.",positive,5,5,4,4,4
R1090,City Center Hotel,2025-12-25,MZ,Leisure,3,"Overall a good stay, but much cheaper options with better quality nearby. On the positive side, Service was impeccable from check-in to checkout.",mixed,4,4,4,4,2
R1091,City Center Hotel,2024-08-28,SC,Leisure,4,Fantastic experience from start to finish. Best deal we found in the area.,positive,4,5,5,5,5
R1092,Grand Resort Hotel,2025-05-11,RS,Business,5,We had an amazing time. Staff remembered our names which was a nice touch. Will definitely come back!,positive,5,5,5,4,4
R1093,Grand Resort Hotel,2024-09-09,SZ,Leisure,5,"Everything was perfect - The breakfast buffet was outstanding with great variety, The location is unbeatable - right in the center. 10/10.",positive,4,4,4,4,4
R1094,City Center Hotel,2025-06-28,MW,Family,5,Fantastic experience from start to finish. The concierge gave amazing restaurant recommendations.,positive,5,4,4,5,5
R1095,City Center Hotel,2024-07-08,CO,Family,5,"Everything was perfect - Restaurant food was absolutely delicious, Worth every penny spent. 10/10.",positive,5,5,5,4,4
R1096,City Center Hotel,2025-05-14,CG,Family,4,"Mixed feelings about this hotel. The location is unbeatable - right in the center. Unfortunately, room service took over an hour.",mixed,3,3,2,5,4
R1097,City Center Hotel,2024-08-28,CD,Family,4,"Everything was perfect - Best hotel breakfast I've ever had, Best deal we found in the area. 10/10.",positive,5,5,4,4,4
R1098,City Center Hotel,2025-08-31,AO,Couple,5,Exceeded our expectations in every way. The staff was outstanding.,positive,4,4,5,5,4
R1099,City Center Hotel,2025-04-03,CN,Couple,3,Good but not great. The rooms were spotlessly clean. The downside was waited 20 minutes for someone to help us.,mixed,4,2,4,4,3
R1100,Grand Resort Hotel,2024-03-25,DE,Business,3,A solid 3-star experience. Restaurant food was absolutely delicious but the room was not clean when we arrived.,mixed,2,3,5,3,3
R1101,City Center Hotel,2024-12-27,LY,Business,3,"Nice hotel with some issues. Great price for what you get, however food quality was poor for a hotel at this price.",mixed,4,4,2,3,5
R1102,City Center Hotel,2024-04-07,SC,Couple,5,Absolutely wonderful stay! The food was exceptional and the value exceeded all expectations.,positive,4,5,5,5,5
R1103,City Center Hotel,2024-04-03,AL,Leisure,4,The value was great but location was far from the city center. Would still recommend.,mixed,4,3,4,2,5
R1104,City Center Hotel,2025-12-03,LA,Family,2,Terrible experience. breakfast was mediocre and limited options. hidden charges everywhere. Never again.,negative,3,1,1,1,1
R1105,Grand Resort Hotel,2025-10-22,GW,Business,4,"Everything was perfect - Beautiful surroundings with ocean view, Room service was fast and the food was excellent. 10/10.",positive,5,4,4,4,5
R1106,City Center Hotel,2024-09-11,BF,Leisure,5,"Can't say enough good things about this place. Great price for what you get and Perfect location, walking distance to everything.",positive,4,4,5,4,5
R1107,Grand Resort Hotel,2024-05-15,GD,Leisure,5,"Everything was perfect - Affordable luxury at its best, Perfect location, walking distance to everything. 10/10.",positive,4,5,4,4,5
R1108,Grand Resort Hotel,2024-09-13,LV,Couple,4,Can't say enough good things about this place. Worth every penny spent and Everything was pristine and well-maintained.,positive,4,5,5,5,5
R1109,City Center Hotel,2025-12-29,NP,Family,1,Worst hotel experience in a long time. noisy area with construction nearby.,negative,1,1,1,1,2
R1110,City Center Hotel,2025-05-12,UG,Couple,4,Can't say enough good things about this place. The bathroom was sparkling clean and The chef prepared an incredible dinner.,positive,5,5,4,5,5
R1111,City Center Hotel,2025-04-13,LK,Business,2,Save your money and go elsewhere. the minibar prices were outrageous. housekeeping missed our room twice.,negative,1,3,2,1,2
R1112,City Center Hotel,2024-11-14,AG,Solo,4,The staff was great but hidden charges everywhere. Would still recommend.,mixed,4,5,3,4,2
R1113,Grand Resort Hotel,2024-01-13,NZ,Leisure,3,"Mixed feelings about this hotel. Ideal location for both business and leisure. Unfortunately, not worth the price at all.",mixed,3,4,3,5,2
R1114,Grand Resort Hotel,2025-03-08,QA,Couple,3,"Overall a good stay, but the carpets looked stained and old. On the positive side, Reception team went above and beyond.",mixed,2,5,3,3,4
R1115,City Center Hotel,2025-07-21,JP,Business,5,Absolutely wonderful stay! The cleanliness was exceptional and the staff exceeded all expectations.,positive,5,4,4,5,5
R1116,City Center Hotel,2025-12-16,JM,Business,5,"One of the best hotels I've stayed at. Perfect location, walking distance to everything. Highly recommend!",positive,4,5,4,4,5
R1117,City Center Hotel,2024-10-14,RU,Business,2,Worst hotel experience in a long time. the carpets looked stained and old.,negative,2,1,2,3,2
R1118,City Center Hotel,2025-02-03,BS,Couple,2,Very disappointing stay. the neighborhood felt unsafe at night and the minibar prices were outrageous.,negative,1,3,1,1,1
R1119,City Center Hotel,2024-03-23,PS,Business,5,Best hotel experience we've had in years. The rooms were spotlessly clean.,positive,5,5,4,5,4
R1120,City Center Hotel,2025-06-09,NP,Leisure,1,Not worth the money. staff was unresponsive to our requests and food quality was poor for a hotel at this price.,negative,3,1,1,2,1
R1121,Grand Resort Hotel,2025-11-11,HU,Solo,1,Save your money and go elsewhere. difficult to find parking near the hotel. not worth the price at all.,negative,1,3,2,1,1
R1122,City Center Hotel,2025-09-20,VN,Leisure,4,Good but not great. The chef prepared an incredible dinner. The downside was found hair in the bathroom.,mixed,1,3,4,4,4
R1123,City Center Hotel,2024-06-02,DE,Leisure,2,Below expectations. difficult to find parking near the hotel. Staff seemed rude.,negative,1,2,1,2,3
R1124,City Center Hotel,2024-05-13,ZA,Leisure,5,Fantastic experience from start to finish. Great location near public transport.,positive,4,4,5,4,4
R1125,City Center Hotel,2024-01-04,SE,Leisure,5,Best hotel experience we've had in years. The rooms were spotlessly clean.,positive,5,5,4,4,5
R1126,Grand Resort Hotel,2024-06-25,ER,Business,2,Worst hotel experience in a long time. not worth the price at all.,negative,1,2,1,1,1
R1127,Grand Resort Hotel,2025-05-25,HU,Family,4,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,5,4,4,4,4
R1128,City Center Hotel,2024-08-24,IT,Leisure,3,"Nice hotel with some issues. Impeccable cleanliness throughout, however breakfast was mediocre and limited options.",mixed,5,4,1,4,3
R1129,City Center Hotel,2025-03-24,CI,Couple,5,One of the best hotels I've stayed at. The location is unbeatable - right in the center. Highly recommend!,positive,5,4,4,5,5
R1130,City Center Hotel,2025-04-25,IN,Business,4,We had an amazing time. Room service was fast and the food was excellent. Will definitely come back!,positive,4,5,5,5,4
R1131,Grand Resort Hotel,2025-02-05,ME,Leisure,1,"Would not recommend. the room was not clean when we arrived. For the price we paid, unacceptable.",negative,1,1,3,2,1
R1132,Grand Resort Hotel,2024-05-19,HU,Business,5,Perfect hotel for our vacation. The location is unbeatable - right in the center and Housekeeping did an amazing job.,positive,5,4,4,5,5
